id,user,avaliation,former_employeer
254,"Consultora - Ex-funcionário, saiu em 2017","Prós: Empresa muito boa para se trabalhar, muitas operações e lugares diferentes com oportunidades de trabalho, se você não se adapta a um tipo de gestão ou ao próprio trabalho, tem inúmeras oportunidades esperando por você, inclusive a empresa estimula o job rotation, ou seja, a mudança de área. Contras: Achei a avaliação de desempenho e promoção deficiente, as promoções normalmente não são feitas para colaboradores que realmente se destacaram e sim os que possuem um relacionamento mais próximo do gestor.   ",True
255,Desenvolvedor,"Prós: A equipe é aberta a novas soluções, gosto muito do líder da equipe, é uma pessoa comunicativa e valoriza a equipe. Oportunidade de aprendizado junto com a equipe, benefícios interessantes para quem está começando no mercado, e boa referência pelo nome da empresa e tecnologias atuais no mercado. Contras: A equipe fica a dispor da empresa do cliente, minhas críticas são relacionadas a empresa do cliente, que NÃO disponibiliza condições básicas para a equipe terceirizada (boa internet, geladeira, microondas), o crachá para acesso a empresa demora muito para ser feito, então sempre demora na entrada, os computadores disponibilizados também não são tão bons, apesar de que as máquinas são de cuidado dos próprios empregados. Acho que o principal, seria a empresa ter esse cuidado com os empregados dentro da empresa dos clientes, para não ficarmos mercê deles. Conselhos para presidência: Tentar se certificar como os empregados estão sendo tratados dentro da empresa do cliente, e disponibilizar recursos básicos, como por exemplo copa dentro do cliente.   ",False
256,Assistente Atendimento,"Prós: Flexibilidade de trabalhar home office, excelentes benefícios. Multinacional que pesa no curriculo, muitos cursos internos em diversas areas para desenvolvimento profissional Contras: Apesar de ter excelentes benefícios, o salario base é baixo. Uma empresa gigante que é bastante burocrática, dificuldade para subir nos cargos   ",False
257,Analista de Sistemas Desenvolvedor,"Prós: Liberdade de trabalho, horários flexíveis, excelente pacote de benefícios como alimentação, seguro saúde, seguro de vida e descontos nas empresas conveniadas. Contras: Muitos cargos de chefia, inclusive diretores. Salários abaixo da média do mercado. Falta de uma visão estratégica para a empresa a longo prazo. Alguns departamentos funcionam isolados e não se comunicam bem. Estrutura física não é ideal.   ",False
258,"Atendente de Call Center - Ex-funcionário, saiu em 2014","Prós: A Algar Tech tem uma das melhores equipes de trabalho, que está sempre agindo em equipe, boa fé e otimismo. Contras: A Algar Tech precisa melhorar o suporte ao RH, focando na comunicação interna, apenas isso, todos os outroa detalhes estão bons Conselhos para presidência: Comunicação com seus funcionários que ficam alocados em clientes, tenho a sensação de ser ""abandonado""   ",True
259,Analista de Telecomunicações,"Prós: A empresa é pouco organizada mas realiza os pagamentos de salário em dia, os Beneficios são bons e também são disponibilizados em dia . Contras: A empresa poderia ser mais organizada em vários quesitos, alguns pontos que poderiam melhorar seria o pagamento correto das Horas extras(o que não ocorre constantemente). o contato dos gestores poderia ser mais efetivo, evitando e corrigintos vários pontos que ocorrem no dia a dia. O principal e claro o mais importante, não usar os bons funcionários como moeda de barganha, impedindo o crescimento profissional e aumentanto a desmotivação para que o mesmo execute seu trabalho de forma exemplar. Conselhos para presidência: Olhe mais para as pontas, para aqueles que atendem diretamente os clientes, pois são eles que fazem o grosso do serviço e a frente da empresa. Eles que mantem os clientes satisfeitos. Clientes insatisfeitos, abrem as portas para a concorrência.   ",False
260,Técnico de Campo III,"Prós: Balanço entre trabalho e qualidade de vida compensam. Equipe comprometida. Contras: Demora para crescer na carreira, benefícios na média de mercado (poderiam melhorar)   ",False
261," - Ex-funcionário, saiu em 2016","Prós: Muito bom trabalhar nesta empresa, apesar da alta pressão por resultados, com excelentes oportunidades internas e Liberdade para desenvolver o trabalho Contras: Equipes distantes, times disperses, chefias desconectadas da realidade dos produtos e serviços a serem entregues aos clientes, corporativismo acentuado.   ",True
262,Analista de Suporte,"Prós: A liberdade de poder escolher a tecnologia que iremos usar, caso o pessoal concorde que seja vantajoso Contras: A relação entre as pessoas mais antigas com as mais novas. Não me sinto parte da equipe.   ",False
263,Funcionário,"Prós: Dinamica, arrojada, dá muita oportunidade a todos os funcionarios, os chefes confiam nos seus subordinados, tem flexibilidade de horario, carro para managers, etc Contras: a empresa exige que todos os seus funcionarios sejam perfeccionistas e deem o seu melhor para a organização de modo que todos possam crescer e ganhar dinheiro juntos.   ",False
264,"Analista de Sistemas Java Pleno - Ex-funcionário, saiu em 2017","Prós: Plano de carreira, comunicação entre as areas, cursos internos oferecidos para melhor absorção dentro da empresa, feedback, reuniões gerenciais Contras: RH, as vezes como ficamos alocados nos cliente não temos a facilidade de alguns dados , onde demanda tempo e gera desgaste com as pessoas que ficam na operação   ",True
265,Analista de Qualidade Pleno,"Prós: boa empresa para se trabalhar, ambiente amigavel, e com bons beneficios. Contras: Sem expectativa de crescimento, plano de carreira falho, e dificilmente aumento de salario.   ",False
266,"Atendente de Agendamento - Ex-funcionário, saiu em 2018","Prós: Pessoal técnico dedicado e muito capaz. Trabalhei com uma equipe extremamente leal e receptiva. Excelentes benefícios, mas poderiam dar maiores descontos sobre os produtos da empresa para os funcionários. Contras: Gestão confusa, chegando a ser autoritária. Pouco espaço para trazer novos conceitos em algumas Diretorias. Uma movimentação atípica de pessoas. Contratações aos montes seguidas de PDV e grandes demissões. Falta de feedback claro da gestão. Conselhos para presidência: Fazer valer as politicas de RH, acompanhando mais de perto a gestão das áreas",True
267,Analista de Recursos Humanos (RH) Pleno,"Prós: Eu sinceramente não destaco nenhum ponto positivo, trabalhei na empresa por dois anos e os únicos benefícios que eu tinha era vindo do cliente. Contras: - Não existe oportunidade de crescimento se você só fica em cliente, - Não ajuda nos estudos com faculdade ou certificações. - Colocar pessoas sem qualificação em cargos importantes por questões de QI Conselhos para presidência: Valorizar mais o funcionário, ele também é um cliente que precisa ser agradado para poder gerar valor para a empresa   ",False
268,Controller,"Prós: Excelentes benefícios e oportunidade de crescimento. Com bonus mensais no atingimento de metas. Auxílio creche e leite, plano de saúde 100% pago. Contras: Comissão deixa a desejar poderia ser um pouco melhor e atribuições do consultor poderiam ser divididas com a supervisão de vendas, já que as vezes nos devia das vendas   ",False
269,"Técnico de Manutenção - Ex-funcionário, saiu em 2017","Prós: Paga em dia no dia correto. Incentiva a busca dos resultados que refletem na PPR. A comunicação interna é eficiente. Tem possibilidades de ascensão de carreira, mas isso pode demorar. Contras: Não tem uma cultura de treinamentos muito boa. Incentiva muito o ""se vira"" pra aprender. Alguns setores após a fusão ainda são resistentes uns com os outros. Conselhos para presidência: Invistam mais em treinamento e no plano de carreira.   ",True
270,Analista Pleno,"Prós: Flexibilidade de horário, bom ambiente de trabalho, em algumas áreas pagam-se horas extras e plantão sobreaviso durante os finais de semana. Contras: Os benefícios deixam muito a desejar, tudo é descontado do salário e o VR é um absurdo de baixo pra região além de não termos PLR o que é uma vergonha para uma empresa desse porte. Outra ponto negativo é o RH que deixa a desejar, não temos um plano de carreira ou meta de crescimento, com isso é impossível ter aumentos e reconhecimento.   ",False
271,Funcionário,"Prós: Bem amigavel , se importa col funcionário chances dr crescimento dentro da empresa. Contras: Não tenho o que reclamar.   ",False
272,Especialista,"Prós: Clima organizacional, cultura de respeito, liberdade e flexibilidade, inovação e capacidade de recuperação frente à tantos obstáculos superados Contras: Instabilidade gerada pelos inúmeros revezes que a companhia já passou Conselhos para presidência: Continuar investindo em gente   ",False
273,Engenheiro de Machine Learning Júnior,"Prós: É uma empresa com bons benefícios, apoia a evolução da carreira mas não tem um programa de cargo e carreira muito bom. Incentivo a certificação e estudos. Contras: Maioria dos projetos são legados o que leva os funcionários a trabalhar com tecnologias antigas, o salário é bem abaixo do mercado o que faz a grande rotatividade da equipe.   ",False
